product_id,full_price,discounted,current_price,product_url,description,ratings,reviews
DQ7673-004,115,False,115.0,https://www.nike.com/t/blazer-mid-pro-club-mens-shoes-3mzkQN/DQ7673-004,"Being rooted doesn't mean you can't step forward. Keeping the classic simplicity and comfort you love, your favorite wardrobe staple gets remastered for the modern era. Extra rubber extends from the midsole to the Swoosh for a bold twist (and a little nod to Nike innovation from the '70s). The patchwork upper adds the perfect amount of retro attitude.Shown: Pure Platinum/Phantom/Summit White/Stadium GreenStyle: DQ7673-004",4.7 Stars,139.0
FJ3169-100,160,True,96.97,https://www.nike.com/t/air-max-1-lx-womens-shoes-TGcsSq/FJ3169-100,"Meet the leader of the pack—the first shoe in the family to reveal Nike Air to the world. With a fast-paced look, tried-and-true cushioning and classic wavy mudguard, it’s no wonder the Air Max 1 has reigned supreme since 1987.Shown: Sail/Sail/Gum Light Brown/Team RedStyle: FJ3169-100",4 Stars,2.0
FN1139-001,160,False,160.0,https://www.nike.com/t/vomero-17-mens-road-running-shoes-extra-wide-4x7CMp/FN1139-001,"Maximum cushioning provides a comfortable ride for everyday runs. Experience enhanced comfort in this latest version with a dual-density midsole made with a combination of ZoomX underfoot and Cushlon 3.0 foam throughout. Plus, a new engineered mesh upper offers more breathability.Shown: Black/Anthracite/WhiteStyle: FN1139-001",4.3 Stars,3.0
DR9503-601,130,True,97.97,https://www.nike.com/t/air-force-1-premium-womens-shoes-CrFc5p/DR9503-601,"They say the way to the heart is through chocolate. They're wrong. Lace into true bliss with this crafted take on the b-ball original. Pairing smooth leather with waxed laces, it delivers love at first sight. The leather tongue label and dubrae add an artisan touch while Air cushioning puts the cherry on the bottom—setting you softly on cloud 9.Shown: Pearl Pink/Gum Light Brown/Pearl PinkStyle: DR9503-601",4.4 Stars,48.0
FD0759-133,110,True,80.97,https://www.nike.com/t/blazer-mid-77-vintage-mens-shoes-vZC23M/FD0759-133,"Styled for the '70s, loved in the '80s and considered classic in the '90s, this Blazer is ready for the picking with a timeless design that's easy to wear. Its leather upper breaks in beautifully and pairs with suede and canvas accents for a fresh look. Plus, exposed foam on the tongue and a special midsole finish make it look like you've just pulled these from the history books.Shown: Sail/Safety Orange/Black/Stadium GreenStyle: FD0759-133",5 Stars,2.0
524872-004,100,True,75.97,https://www.nike.com/t/woodside-2-high-acg-big-kids-boots-aG0LdZ/524872-004,"Picture this: You've laced up your ACG boots and you're ready to tackle that cool-weather quest. Don't worry, a warm lining and padding around the ankles help you conquer the chills. Heading into the forest after a fresh rain? A rubber overlay wraps the upper to help keep your toes dry. These boots are designed to be durable while you hike and stomp through almost any trail—are you ready for your next adventure?Shown: Black/Black/BlackStyle: 524872-004",4.8 Stars,142.0
FN0332-400,130,False,130.0,https://www.nike.com/t/free-golf-nn-golf-shoes-rK2wQk/FN0332-400,"A blast from the past, the Nike Free Golf uses some of our favorite running footwear technology to make it even more functional than before. It's our lowest-to-the-ground golf shoe, offering freedom when you’re on the hoof or housing an approach shot from deep.Shown: Game Royal/Football Grey/White/Deep Royal BlueStyle: FN0332-400",0 Stars,0.0
DD9315-003,150,False,150.0,https://www.nike.com/t/air-jordan-1-low-g-golf-shoes-jChrQ3/DD9315-003,"Feel unbeatable, from the tee box to the final putt. Inspired by one of the most iconic sneakers of all time, the Air Jordan 1 G is an instant classic on the course. With Air cushioning underfoot, a Wings logo on the heel and an integrated traction pattern to help you power through your swing, it delivers all the clubhouse cool of the original AJ1—plus everything you need to play 18 holes in comfort.Shown: Black/Iron Grey/White/BlackStyle: DD9315-003",4.8 Stars,364.0
DJ5598-700,170,False,170.0,https://www.nike.com/t/mercurial-superfly-9-pro-firm-ground-high-top-soccer-cleats-lpGlgb/DJ5598-700,"Instantly tilt the field in the bold design of the Superfly 9 Pro FG. It's loaded with a Zoom Air unit, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.Shown: Lemonade/BlackStyle: DJ5598-700",4.4 Stars,69.0
FD5431-007,150,False,150.0,https://www.nike.com/t/metcon-9-team-mens-workout-shoes-Tc42zx/FD5431-007,"Whatever your ""why"" is for working out, the Metcon 9 makes it all worth it, with a larger Hyperlift plate, added rubber rope wrap and updated foam. Sworn by some of the greatest athletes in the world, intended for lifters, trainers, go-getters, it’s still the gold standard that delivers day after day.Shown: Black/Signal Blue/Smoke Grey/WhiteStyle: FD5431-007",0 Stars,0.0
